schoolName,schoolType,schoolGov,schoolAdresse,schoolPhoneNumber,schoolEmail
Lycée Privé Hannibal,Secondaire/Privé,Bizerte,"Rue Hannibal ,Bizerte",72438787, akkarimohsen1@gmail.com 
Lycée Privé Hannibal,Secondaire/Privé,Gabès,"Avenue 27 octobre ,Mareth",75323025, hannibal.edufor@gmail.com 
Lycée Privé Hannibal,Secondaire/Privé,Manouba,"Oued Ellil ,Manouba",53602560, hanibalprive20122013@gmail.com 
Lycée Privé Hannibal Djerba,Secondaire/Privé,Médenine,"Souani Houmt Souk ,Jerba Houmet Souk",75652506,None
Lycée Privé Horizons-AFAK,Secondaire/Privé,Monastir,"Près du rond point de La Terre ,Monastir",26260972,None
Lycée Privé Houcine Bouzayene,Secondaire/Privé,Sidi Bouzid,"99 Avenue Habib Bourguiba ,Meknassi",98506764, lcprivhb@gmail.com 
Lycée Privé Ibn Arafa,Secondaire/Privé,Tataouine,"Bir Lahmar ,Tataouine",23951245, klilajaafer@gmail.com 
Lycée Privé Ibn Arafa,Secondaire/Privé,Zaghouan,"Avenue 14 janvier ,Zaghouan",72675876, ibnarafaschool@gmail.com 
Lycée Privé Ibn Chabbat,Secondaire/Privé,Sfax,"Route Manzel Chaker Km 0.2 ,Sfax",74463666,None
Lycée privé Ibn Chabbat,Secondaire/Privé,Gafsa,"Cité Ennour ,Gafsa",76225534,None
Lycée Privé Ibn Charaf,Secondaire/Privé,Mahdia,"Avenue de La Liberté ,Souassi",73610651,None
Lycée Privé Ibn Charaf Hammamet,Secondaire/Privé,Nabeul,"Avenue Abou Dhabi, Hammamet ,Nabeul",97158703/53560398, hbibhmidi123@gmail.com 
Lycée Privé Ibn Haytham,Secondaire/Privé,Béja,"Cité Aine El Karma, Téboursouk ,Béja",95628773,None
Lycée Privé Ibn Khaldoun,Secondaire/Privé,Sousse,"Route de sousse ,Kalâa Elkébira",73253266,None
Lycée Privé Ibn Khaldoun,Secondaire/Privé,Kairouan,"Derrière le Gouvernorat ,Kairouan",98689294/92148148, contactibnkhaldoun@gmail.com 
Lycée Privé Ibn Khaldoun,Secondaire/Privé,Nabeul,"Rue 1er Juin ,Slimane",72290429,None
Lycée Privé Ibn Khaldoun,Secondaire/Privé,Monastir,"Jemmel ,Jammel",73582280,None
Lycée Privé Ibn Khaldoun,Secondaire/Privé,Tataouine,"Ben Guerdane ,Tataouine",98470712,None
Lycée Privé Ibn Khaldoun,Secondaire/Privé,Gabès,"En face de Lycée Mohamed Ali ,Hamma",54981836,None
Lycée Privé Ibn Khaldoun,Secondaire/Privé,Kébili,"Tombar ,Kébili",75492559, www.mongig@yahoo.fr 
Lycée Privé Ibn Khaldoun Beni Khalled,Secondaire/Privé,Nabeul,"Avenue Farhat Hached, Beni Khalled ,Nabeul",72371001,None
Lycée Privé Ibn Khaldoun Tataouine,Secondaire/Privé,Tataouine,"Rue du 2 Mars ,Tataouine",75862617,None
Lycée Privé Ibn Koutayba,Secondaire/Privé,Tunis,"25, Rue Abba, Bab jdid ,Sidi Elbéchir",71566138/98225638,None
Lycée Privé Ibn Rachik,Secondaire/Privé,Mahdia,"Immeuble 3Z Avenue 2 mars ,Mahdia",26482382/54785666,None
Lycée Privé Ibn Rachik,Secondaire/Privé,Nabeul,"14, rue Mohamed El Matri ,Nabeul",72220479, contact@ibnrachik.com 
Lycée Privé Ibn Rachik,Secondaire/Privé,Sfax,"7 Avenue de la Liberté ,Sfax",74400865, ibenrachik@yahoo.fr 
Lycée Privé Ibn Rachik Nabeul,Secondaire/Privé,Nabeul,"14 Rue Mahmoud El Matri ,Nabeul",72220479,None
Lycée Privé Ibn Rachiq Bizerte,Secondaire/Privé,Bizerte,"Rue d'Espagne ,Bizerte",72444313, lycee_prive_ibn_rachiq_bizerte@outlook.com 
Lycée Privé Ibn Rochd,Secondaire/Privé,Ben Arous,"108 Rue de Rome, Mourouj ,Ben Arous",79492610/22621876,None
Lycée Privé Ibn Rochd Kélibia,Secondaire/Privé,Nabeul,"Ibn Rochd, Kélibia ,Nabeul",72273389,None
Lycée Privé Ibn Sina,Secondaire/Privé,Gabès,"Rue Mohamed Daghbagi, Bab bhar ,Gabès",75274666, horizonsformation@gmail.com 
Lycée Privé Ibn Sina,Secondaire/Privé,Mahdia,"Avenue Union Maghreb Arabe ,Sidi Alouane",97629271,None
Lycée Privé Idéal School Bayazid,Secondaire/Privé,Zaghouan,"Cité El Bassatine ,Zaghouan",22733603/50759526, lycee.ideal.zaghouan@gmail.com 
Lycée Privé Ikbel,Secondaire/Privé,Tunis,"Rue de Hollande ,Tunis",99292628,None
Lycée Privé Ikbel,Secondaire/Public,Tunis,"12, Rue Hollande ,Tunis",71242969,None
Lycée Privé Ikbel,Secondaire/Privé,Tunis,"Rue de Hollande ,Tunis",99292628,None
Lycée Privé Imam Sohnoun,Secondaire/Privé,Ben Arous,"Fouchana ,Ben Arous",79320370, iisipis0@gmail.com 
LYCÉE PRIVE INTERNATIONAL DE MONASTIR (LPIM),Secondaire/Privé,Monastir,"Rue fattouma bourguiba ,Monastir",73460094/96827387, ehe@topnet.tn 
Lycée Privé Irtika,Secondaire/Privé,Sousse,"Beb Jdid , en face de port ,Sousse",73226022,None
Lycée Privé Jawhara,Secondaire/Privé,Kasserine,"41 Rue Tayeb Mehiri ,Sbitla",21382986,None
Lycee Privé Jawhara,Secondaire/Public,Sousse,"Rue Bir Makia ,Msaken",73262510,None
Lycée Privé Jawhara,Secondaire/Privé,Sousse,"Avenue Bir Mekkia ,Msaken",73262510,None
Lycée Privé Khawarizmi,Secondaire/Privé,Tunis,"01 Rue Bachir Saoud , Ariana ,Tunis",22668047/71598653,None
Lycée Privé Khayredine Bacha,Secondaire/Privé,Kef,"Avenue monji slim près de radio Kef ,Kef",78223817/23788548, chouko_abdou@hotmail.fr 
Lycée Privé Khaznadar,Secondaire/Privé,Tunis,"07 Rue de l'indépendance, Khaznadar, Bardou ,Tunis",20228238, benslimene98@gmail.com 
Lycée Privé Kheireddine Bacha,Secondaire/Privé,Sidi Bouzid,"Cité Ennour, Mezzouna ,Sidi Bouzid",76668727,None
Lycée Privé l'Avenir,Secondaire/Privé,Gabès,"Rue Mongi Bali ,Gabès",75220343,None
Lycée Privé l'Elite,Secondaire/Privé,Tunis,"34 Rue Ahmed Amine ,Tunis",71959846, pythonylol@gmail.com 
Lycée Privé L'espoir Nabeul LPEN,Secondaire/Privé,Nabeul,"Avenue Habib Karma ,Nabeul",72221794/24391303, espoir.hajri@gmail.com 
Lycée Privé L'excellence,Secondaire/Privé,Sfax,"Rue Mongi Bali, derrière l'ancien siège de la gouvernorat ,Sfax Ville",74299719/98460661/21939967,None
Lycée Privé l'Excellence,Secondaire/Privé,Kasserine,"Avenue Mohammed El Hammi ,Kasserine",23431985, azizb1957@yahoo.fr 
Lycée Privé L'Excellence,Secondaire/Privé,Sfax,"El Hencha ,Sfax",97057593,None
Lycée Privé La Liberté,Secondaire/Privé,Kébili,"Route de Tozeur ,Douz nord",75491437,None
Lycée Privé Le Phoenix,Secondaire/Privé,Ariana,"52, Avenue Mouawiya Ibn Abi Sofiene ,Ariana",29112193, lyceelephoenix@yahoo.com 
Lycée Privé Les Lumières,Secondaire/Privé,Bizerte,"Cité Ettayaran Wed el Marj ,Bizerte",56455507,None
Lycée Privé Les Lumières,Secondaire/Privé,Sousse,"à côté du café broadway, Sahloul 4 ,Sousse",73824224/96226000, contact@lpl.tn 
Lycée Privé Martyre Mohammed Lebrahmi,Secondaire/Privé,Sidi Bouzid,"Route de Gafsa Km 1, Meknassy ,Sidi Bouzid",76646333/50213459,None
Lycée Privé Massinissa,Secondaire/Privé,Kef,"Rue Hedi Chaker ,Kef",58999800, l.p.massinissa@gmail.com 
Lycée Privé Menzah Blaiech,Secondaire/Privé,Ariana,"14 Rue Hassen Ibn Thabet, Menzah 6 ,Ariana",54533433,None
Lycée Privé Mohamed Taher Ben Achour,Secondaire/Privé,Ben Arous,"Rue Mohamed 5 ,Ben Arous",71388252,None
Lycée Privé Mon Avenir,Secondaire/Privé,Tunis,"18 Rue de Carthage ,Tunis",20241424/55348319,None
Lycée Privé Najjar,Secondaire/Privé,Kairouan,"1 Rue Ibn Kouta ,Kairouan",77232756/96754815/21248211, najjar_school@yahoo.fr 
Lycée Privé Nizar,Secondaire/Privé,Nabeul,"Avenue 01 juin ,Menzel Bouzelfa",72292203,None
Lycée Privé Noureddine Chamli,Secondaire/Public,Tunis,"5, Rue Ibn Hamdiss ,El Menzah",71237682, jalelbenabdelziz@yahoo.fr 
Lycée Privé Numidia,Secondaire/Privé,Gafsa,"Cité El Manzal, Ras El Kef ,Gafsa",52940636/76217586,None
Lycée Privé Omar El Khayam,Secondaire/Privé,Tunis,"41 Bis Rue d'Iran, Belvédère ,El Menzah",71832163/23656161,None
Lycée Privé Omar El Khayam,Secondaire/Privé,Sfax,"20 Avenue Farhat Hached ,Sfax",24125975, ali.kchaou94@gmail.com 
Lycée Privé Omar Ibn Khattab,Secondaire/Privé,Sidi Bouzid,"Manzel Bouzayene ,Sidi Bouzid",76672018,None
Lycée Privé Pôle d'Enseignement,Secondaire/Privé,Nabeul,"Avenue Med Hedi Khefacha - Dar Chaabene ,Nabeul",97438115/72320111,None
Lycée Privé Pythagore,Secondaire/Privé,Tunis,"L'Aouina ,Tunis",58227222, info.pythagore.laouina@gmail.com 
Lycée Privé Smida,Secondaire/Privé,Ben Arous,"Mornag ,Ben Arous",79350179,None
Lycée Privé Smida,Secondaire/Privé,Tunis,"48, Rue Ali Ben Ghedahem, Avenue de Carthage ,Tunis",71339147, contact@lycee-smida.com 
Lycée Privé Tahar Haddad,Secondaire/Public,Tunis,"13, Rue Sidi Abdeljelil, Bab El Falla ,Sidi Elbéchir",71340936,None
Lycée Privé Taher Hadded,Secondaire/Privé,Tunis,"13 Rue Sidi Abdeljelil Bab Fellah ,Tunis",71340936,None
Lycée Privé Tawfik,Secondaire/Privé,Béja,"Avenue Habib Bourguiba, Goubellat ,Béja",22172930,None
Lycée Privée Ennajah,Secondaire/Privé,Médenine,"Djerba Midoun ,Médenine",50834624/75733589, lyceenajah@gmail.com 
Lycée Privée Ennour,Secondaire/Privé,Gabès,"Avenue 14 janvier ,Hamma",75337555,None
Lycée Privée Errachidi,Secondaire/Privé,Ariana,"36 , Rue Farhat Hached ,Ariana Ville",71702018/98958584,None
Lycée Privée Khawarezmi,Secondaire/Privé,Kasserine,"4 Rue Hannibal, Cité Ennour ,Kasserine",77475937,None
Lycée Privée Khawarezmi,Secondaire/Privé,Ariana,"1 Rue El Bachir Saoud ,Ariana",71710048,None
Lycée Radhia Haddad,Secondaire/Public,Tunis,"Franceville, Omrane ,Tunis",71959824,None
Lycée Raoued,Secondaire/Public,Ariana,"Route Raoued la Plage ,Ariana",70739637,None
Lycée Route de Tozeur,Secondaire/Public,Gafsa,"Route de Tozeur Metlaoui Thalja ,Gafsa",76241930,None
Lycée Route Gafsa Al Metlaoui,Secondaire/Public,Gafsa,"Cité Essada, Metlaoui ,Gafsa",76240028,None
Lycée Rue de Russie,Secondaire/Public,Tunis,"13 Rue de Russie ,Tunis",71326331,None
Lycée Rue du Pacha,Secondaire/Public,Tunis,"84 Rue du Pacha ,Tunis",71562244/71562255,None
Lycée Rue La Plage Slimen,Secondaire/Public,Nabeul,"Rue La Plage, Slimen ,Nabeul",72000000,None
Lycée Rue Manzah Beni Khalled,Secondaire/Public,Nabeul,"Rue Menzeh ,Nabeul",72371295,None
Lycée Rue Sayeda,Secondaire/Public,Tunis,"43, Rue Belle vie, Ouardia ,Tunis",71485020, sayada100806@gmail.com 
Lycée Sadak Al Feki,Secondaire/Public,Sfax,"Route Mahdia, Km 7 ,Sfax",74886489,None
Lycée Sadiki,Secondaire/Public,Tunis,"Rue du Docteur Carton, El Médina ,Tunis",71560049,None
Lycée Sahafa,Secondaire/Public,Ariana,"Cité les Journalistes, Ghazella, Raoued ,Ariana",71757738,None
Lycée Salim School,Secondaire/Privé,Ariana,"Lotissement E 40, Cité Ennasr 2 ,Ariana",53628421,None
Lycée Sebela Sidi Bouzid,Secondaire/Public,Sidi Bouzid,"Route Sbitla ,Sidi Bouzid",76674495,None
Lycée Secondaire Menzel Bouzelfa,Secondaire/Public,Nabeul,"Rue Al Kalbousi, Menzel Bouzelfa ,Nabeul",72253253,None
Lycée Secondaire Privé Elleuch,Secondaire/Privé,Sfax,"3 Rue Aziza Othmana ,Sfax",74211858, lspe@gmail.com 
Lycée Sened,Secondaire/Public,Gafsa,"Sened ,Gafsa",76290038,None
Lycée Sidi Abdelkader Redeyef,Secondaire/Public,Gafsa,"Redeyef ,Gafsa",98454547,None
Lycée Sidi Ali Ben Oun,Secondaire/Public,Sidi Bouzid,"Ben Oun ,Sidi Bouzid",76660193,None
Lycée Sidi Boubaker,Secondaire/Public,Gafsa,"Sidi Boubaker ,Gafsa",76220870,None
Lycée Sidi Bouzid,Secondaire/Public,Sidi Bouzid,"Rue Union du Maghreb Arabe ,Sidi Bouzid",76632067,None
Lycée Sidi Hassine,Secondaire/Public,Tunis,"Sidi Hssine ,Tunis",58654309/71934805,None
Lycée Sidi Thabet,Secondaire/Public,Ariana,"Sidi Thabet ,Ariana",70553533,None
Lycée Sijoumi,Secondaire/Public,Tunis,"Rue Fourat, Ciqté Ezzouhour, Tunis ,Tunis",71528312,None
Lycée Soukra,Secondaire/Public,Ariana,"Avenue Union du Maghreb Arabe ,Ariana",71868220/25628080, amelchihi@gnail.com 
Lycée Taha Houcine,Secondaire/Public,Ben Arous,"Rue Taha Houcine, Megrine ,Ben Arous",71419387/71418355,None
Lycée Tahar Ben Achour Nefza,Secondaire/Public,Béja,"Avenue Habib Bourguiba, Nefza ,Béja",78471037,None
Lycée Tahar Haddad El Regueb,Secondaire/Public,Sidi Bouzid,"Route Sfax, El Regueb ,Sidi Bouzid",76640490,None
Lycée Taieb Mhiri,Secondaire/Public,Nabeul,"Rue Taieb Mhiri, Manzel Tamim ,Nabeul",72344041,None
Lycée Taïeb Mhiri,Secondaire/Public,Sfax,"Rue Al Ayen ,Sfax",74625433, abdelaziz.tunisie@gmail.com 
Lycée Tameghza,Secondaire/Public,Tozeur,"Route de Tozeur, Tameghza ,Tozeur",76485331,None
Lycée Technique Le Kram,Secondaire/Public,Tunis,"Kram Ouest Sidi Amor ,Tunis",71976445,None
Lycée Zahrouni,Secondaire/Public,Tunis,"Ezzahrouni ,Tunis",55900968,None
L’Académie Du Lac,Primaire/Privé,Tunis,"Avenue Wall Street les berges du lac ,Tunis",71190113/71190114/29102400/29102401, contact@academiedulac.tn 
L’Ecole Internationale de Sfax (EIS),Primaire/Privé,Sfax,"Route de Gremda - Km 4,5 - Rue Narcisse ,Sfax",56278888/74263640, contact@eisfax.com 
L’Ecole Supérieure Privée D’Assurance et de Finance (ESPAF),Supérieur/Privé,Tunis,"Rue du Lac Tanganyika immeuble H de la Résidence du Lac , Les Berges du Lac ,Tunis",71960012, contact@espaf.tn 
L’Excellence,Secondaire/Privé,Nabeul,"Rue de Sousse ,Nabeul",72237222, elimtiez1999@gmail.com 
Ma Récré School,Primaire/Privé,Sousse,"Sahloul 4 ,Sousse Jawhara",98830988/73373660/73373666,None
MAGIC LAND,Primaire/Privé,Sousse,"Rue des Savants ,Sousse Ville",73332244/25202202/98291944, contact@site.com 
Mahdia Academy,Secondaire/Privé,Mahdia,"Avenue habib bourguiba - Hiboun ,Mahdia",50992993/73674906,None
Mahdia Academy,Primaire/Privé,Mahdia,"Hiboun ,Mahdia",50992993,None
Mahjoub,Secondaire/Privé,Tunis,"23 Rue Niger, 1073 Bab Bhar ,Tunis",71894642,None
Malek Essaghir,Primaire/Privé,Tunis,"9 Rue de Jerusalem, Tunis ,Tunis",71885165/28212223, malik.essaghir@gmail.com 
Manar Assabil,Primaire/Privé,Tunis,"Rue 62126 El Omrane Supérieur ,Tunis",71932266, manarassabil@gmail.com 
Manara School,Primaire/Privé,Sidi Bouzid,"Route de Hichria ,Bir Hfay",41308635/55712043,None
Manaret El Mourouj,Primaire/Privé,Ben Arous,"Mourouj 6 A.F.H ,Ben Arous",58548093/21402078/58857909, manaretelmourouj@gmail.com 
MANDELA SCHOOL,Primaire/Privé,Ariana,"8 Rue Kehna ,Ariana Ville",71700130/20799799/31104202, info.mandelaschool@gmail.com 
Manehel El Elem,Primaire/Privé,Gafsa,"Cité Zitouna ,Sned",26777275,None
Mansour Modern School,Primaire/Privé,Nabeul,"246 Avenue Habib Bourguiba ,Béni Khiar",72228350/95300020, contact@mansour.tn 
Marco Polo,Primaire/Privé,Tunis,"Tunis ,Bardo",92185818, ecolemarcopolo1@gmail.com 
Marie Curie,Primaire/Privé,Tunis,"64, rue Ibn Bassem 1082 ,El Menzah",99725299, marie.curie.school64@gmail.com 
Marie Curie,Secondaire/Privé,Ariana,"11 Rue Abdel Aziz Mastouri ennaser 2 ,Ariana",52831940, mariecurie.ens@gmail.com 
marie curie,Primaire/Privé,Tunis,"54 rue du niger، ,Tunis",22314499, epmariecurie@gmail.com 
Marie Curie,Secondaire/Privé,Ariana,"11 rue abdel aziz mastouri ennaser2 ,Ariana Ville",52831940/36156021, mariecurie.ens@gmail.com 
MASSALEK,Primaire/Privé,Ariana,"20 Avenue Platon 2083 Cité El Ghazala, ,Ariana Ville",71876001/93318373,None
Mastour Lettamayoz,Primaire/Privé,Kairouan,"Echbika ,Kairouan",29559129,None
Maxula School,Primaire/Privé,Ben Arous,"Rades ,Ben Arous",97302561, contact@maxulaschool.tn 
Maya School,Primaire/Privé,Ben Arous,"El Mourouj 6 ,Ben Arous",58727747/79403426, contact@mayaschool.tn 
Mdhilla School,Primaire/Privé,Gafsa,"Awled Chrayet ,El Mdhilla",24233979, chokrijamel96@hotmail.fr 
Mediterranean Institute Of Technology - MEDTECH,Supérieur/Privé,Tunis,"Campus MSB-MedTech: Les Jardins du Lac II (près de Henkel) ,Tunis",70016100, communication@medtech.tn 
MERMOZ,Primaire/Privé,Tunis,"19 Rue de Sina  Kram ,Tunis",71734622,None
Modern School Monastir,Primaire/Privé,Monastir,"Rue Mendes France Skanes ,Monastir",58105440, modernschool@outlook.fr 
Moderne School,Primaire/Privé,Monastir,"Hay Salema ,Monastir",95487588,None
Molière,Primaire/Privé,Ariana,"12 Rue de la nature ,Ariana",70934590,None
Mon école,Primaire/Privé,Tunis,"13 avenue carthage ,La Marsa",98474088, monecole2017@gmail.com 
Mon école,Primaire/Privé,Tunis,"Rue Chadly Kallela ,Tunis",24363864,None
Mon École - Kairouan,Primaire/Privé,Kairouan,"Rue Abi Zamaa Al balaoui (Trik Essayed) ,Kairouan Sud",20988007/55077007, monecolekairouan@gmail.com 
Mondial Collège,Secondaire/Privé,Ariana,"55 Rue Mouaouia Ibn Abi Sofiane Menzah 6 ,Ariana",20799799/71700130, info.mandelaschool@gmail.com 
MONDIAL SCHOOL,Primaire/Privé,Ariana,"8 rue El Kahna - Nouvelle Ariana ,Ariana",71700130/20799799, info.mandelaschool@gmail.com 
MSB - Mediterranean School of Business,Supérieur/Privé,Tunis,"Les Berges du Lac II ,Tunis",71194444/70016100, info@msb.tn 
My School Béja,Primaire/Privé,Béja,"Avenue Habib Bourguiba ,Béja",54740212,None
My School Hammamet,Primaire/Privé,Nabeul,"Rue Faycel Abdel Aziz ,Hammamet",72279863, myschoolhammamet@gnet.tn 
Myral School,Primaire/Privé,Monastir,"rue bechir sfar en face de l'ecole étatique ""alhidaya"" prés de pharmacie YAHYA ,Jammel",98364892,None
Nesrine School,Primaire/Privé,Zaghouan,"Avenue de la Terre ,Zaghouan",72683020, nessrineschool.get@gmail.com 
Nesrine School,Secondaire/Privé,Zaghouan,"Rue de l'ancienne église ,Zaghouan",72683020, nessrineschool.get@gmail.com 
New Generation Academy,Secondaire/Privé,Sousse,"Route de Kairouan, cité Bounjeh à côté du lycée secondaire Khawarezmi ,Msaken",98792026, acnouvellegeneration@gmail.com 
Nibras,Primaire/Privé,Manouba,"Rue de Jordanis ,Cité des Oranges (Senniet Ben Abdallah) ,Manouba",22262612,None
Nibras School,Primaire/Privé,Manouba,"Cité les orangers ,Manouba",94300579, irisschool@gmail.com 
Nibras Tataouine,Primaire/Privé,Tataouine,"Cité Enozzha ,Tataouine",97333000/75857101/75858760, ecole.nibras.tataouine@gmail.com 
NIELS BOHR,Primaire/Privé,Ariana,"20 BIS RUE DAHMANI ,Ariana",70697333, afdhal.school.tn@gmail.com 
NOBEL SCHOOL,Primaire/Privé,Ariana,"8 Rue de Paris, Borj Louzir La Soukra ,Ariana",70688190/28297171/96400800,None
Nour AL Mechkat,Primaire/Privé,Tunis,"rue 6217 cité ibn khaldoun El Omrane supérieur 21 ,Omrane Supérieur",94601618, prep.nour.al.mechkat@gmail.com 
NOUR EL MAAREF,Primaire/Privé,Sfax,"16 Rue El-Bousten ,Sfax Ville",74282707/29418735, contact@nourelmaaref.com 
Nour El Maaref,Primaire/Privé,Sidi Bouzid,"Cité El Wouroud 1, rue Yasser Arafat ,Sidi Bouzid",52493261/46298337,None
Nour School,Primaire/Privé,Gabès,"Rue Abou Kasem Echebbi (En face Hotel Manara) ,Gabès",31189189/93189189,None
Nouveaux horizons,Primaire/Privé,Sousse,"COMPLEXE ZINEFILM ,Akouda",52708690,None
NOVA SCHOOL,Primaire/Privé,Sfax,"Route de Gremda Km 2.5 prés Imm. Résidence Baya ,Sfax Ville",21595852/97857110,None
Omar El Farouk,Primaire/Privé,Médenine,"Rue Monji Slim ,Médenine",75641500,None
Ommati,Primaire/Privé,Siliana,"Avenue Farhat Hached devant lycée Farhat Hached, Makthar ,Siliana",41168696, ecolommati@yahoo.fr 
Ons School,Primaire/Privé,Sidi Bouzid,"Rue de la Liberté ,Jelma",76657082, onsschool2019@gmail.com 
Oswa,Primaire/Privé,Tunis,"4 bis avenue Hédi Chaker Bardo ,Bardo",71661275/24907090,None
Palmares Private School,Primaire/Privé,Tunis,"5 bis Rue Imam Ibn Arafa Menzah8 ,El Menzah",21031031, contact@ecolepalmares.com.tn 
Panorama School,Primaire/Privé,Nabeul,"Route ceinture Hammamet ,Hammamet",72262011, panorama.school.hp@gmail.com 
PARADISE SCHOOL,Primaire/Privé,Sfax,"Tboulbi Km 7 Rue Imam Sahnoun ,Sfax",22406404/52990676, paradise.school2021@gmail.com 
PARADISE School,Primaire/Privé,Ariana,"03 Rue El Mehdia- El Menzah5 ,Ariana Ville",98997835, contact@paradiseschooltunis.com 
Pascal School,Primaire/Privé,Jendouba,"Rue Mimoza ,Ghardimaou",55198806/29909628/29909629, pascalschool1@gmail.com 
Phénicia School,Primaire/Privé,Ariana,"Kalaat El Andalous ,Ariana",58115758, phenicia.school@gmail.com 
Pierre Larousse,Primaire/Privé,Ben Arous,"Mourouj 6 ,Ben Arous",79401831,None
Pilote,Primaire/Privé,Tunis,"Derrière l'école primaire Ali Ibn Sadek ,Omrane Supérieur",76622973,None
Pioneer College,Secondaire/Privé,Ben Arous,"51 Rue Faycel Ibn Abdel Aziz ,Nouvelle Médina",58450999/55216604,None
Pioneers Academy,Secondaire/Privé,Sfax,"Ceinture Bourguiba ,Sfax",98177160, piioneers.academy@yahoo.com 
Poincaré,Primaire/Privé,Ariana,"31 rue khalij kamar ennasr 2 ,Ariana",71811175/99421000, contact@ecolepoincare.com 
Pokémon,Primaire/Privé,Ben Arous,"13 RUE IBN KHALDOUN  Hammam Chatt ,Ben Arous",71420263, contact@ecolepokemon.tn 
Pole Light,Primaire/Privé,Nabeul,"Borj Cédria ,Slimane",54864864, contact@ecolepolelight.com 
POLYTECH MONASTIR,Supérieur/Privé,Monastir,"Av Taieb M’hiri Monastir ,Monastir",73425955/25711711, contact@polytechmonastir.tn 
Prima Pôle,Primaire/Privé,Nabeul,"Boulevard de l'Environnement ,Nabeul",72271909, imed.doggaz@tunet.tn 
Progress School - Al Ertikaa,Primaire/Privé,Monastir,"Cité El Manar ,Zéramdine",73576333,None
Proxima Formation,Supérieur/Privé,Sousse,"Imm. Yasmine Mahjoub 2ème étage, B1+B4 Rue Rmeda Beb Bhar ,Sousse",28321329/50397486,None
Pyramide school,Primaire/Privé,Gafsa,"Cité Manzeh ,Gafsa",76217251, lobna.mabrouk17@gmail.com 
Pyramids School,Primaire/Privé,Sousse,"Avenue des Etats Unis ,Sousse Ryadh",73304390/22950909, pyramids.school1@gmail.com 
Rayan School,Primaire/Privé,Tunis,"5, Rue Abderrahmen Azzam - Montplaisir ,Tunis",24229510/71904412, stmichel.moniabouziri@hotmail.com 
Rayen School,Primaire/Privé,Bizerte,"12 lotissement Route de la Corniche ,Bizerte",58302553, school.rayen@gmail.com 
Rene Descartes,Primaire/Privé,Tunis,"23 rue medinet kacim nasser 2 ,Tunis",71811380/24150101/24150102, ecole.descartes@tunet.tn 
Réveille Ton Soleil,Primaire/Privé,Ben Arous,"Radès plage rue des Planètes ,Ben Arous",93388126,None
RIAHI,Primaire/Privé,Manouba,"30 Avenue Habib Bourguiba ,Manouba",70604784, ecoleprivee.riahi@gmail.com 
Rihab Al Maarifa,Primaire/Privé,Kébili,"Avenue Bourguiba Rue Al Afrah ,Douz nord",75475230,None
Robert Desnos,Primaire/Privé,Ariana,"Université de Tunis-Carthage, Avenue Fattouma Bourguiba - 2036 LA SOUKRA ,Soukra",70948833,None
Robert Desnos,Primaire/Privé,Tunis,"92 bis route de l'hôpital militaire El Omrane - Tunis cedex ,Tunis",71957526/71958300, ecole.robertdesnos@ert.tn 
Rocaria School,Primaire/Privé,Sfax,"Route M'harza 0.5 Km ,Sfax",74462035/27088756, rocaria.school@gmail.com 
Royal School,Secondaire/Privé,Monastir,"Route de Ouardanine ,Monastir",96121000, royalschoolep@gmail.com 
Royal School,Primaire/Privé,Monastir,"Route de Ouardanine ,Monastir",96121000, royalschoolep@gmail.com 
Safir School,Primaire/Privé,'Tozeur',"Avenue Abou Al Kacem Chebbi ,'Tozeur'",16982351/76472002,None
Sakura School,Primaire/Privé,Tunis,"Hammam Echatt ,Bab Souika",20246240,None
Saladin - Souassi,Primaire/Privé,Mahdia,"Rue Awled Chamekh ,Souassi",73611820/20016571, saladinsouassi@gmail.com 
Salah Eddine Al Ayoubi,Primaire/Privé,Sousse,"Rue Al Bechir Bouraoui Maarouf Jawhara Sahloul ,Sousse Jawhara",73233504,None
Salim School,Primaire/Privé,Tunis,"Rue de Skanes, 2 mars ,Bardo",58774412,None
Salim School,Primaire/Privé,Ben Arous,"El Mourouj 6 ,Ben Arous",21029252, hamdane.mohamed7@gmail.com 
SALIM SCHOOL - ENNASR,Primaire/Privé,Ariana,"LOTISSEMENT E 40 , Cité Ennasr 2 ,Ariana Ville",71336023/53961737,None
Salima School Ezzahra,Secondaire/Privé,Ben Arous,"Cité habib , Ezzahra ,Ben Arous",20497841,None
Salima School Jardin d'El Menzah,Secondaire/Privé,Ariana,"Jardin d'El Menzeh 1 ,Ariana",55535485,None
Salima School Jardins d'El Menzah,Primaire/Privé,Ariana,"Jardins d'El Menzah ,Ariana",51304707,None
Samah School,Secondaire/Privé,Gafsa,"Avenue Habib Bourguiba ,Gafsa",97281093, l.samehschool@gmail.com 
SAMAH School,Primaire/Privé,Gafsa,"Avenue Habib Bourguiba ,Gafsa",97300438,None
Sameh School,Primaire/Privé,Zaghouan,"El Fahes ,Zaghouan",50055860,None
Sarah School Kélibia,Primaire/Privé,Nabeul,"Avenue Docteur Mongi Ben Hmida ,Kelibia",21901401, medsl@hotmail.com 
sbeitla,Primaire/Privé,Kasserine,"Rue l'institut ,Sbitla",96384919,None
Schooling Plus,Primaire/Privé,Sfax,"Rte de Tunis Km 6 Passage entre Rte de Tunis et Teniour (prés de la CNAM) ,Sfax",74255140, contact@schooling-plus.com 
